External_Id__c,Errors,Id
21835,,a001100000GUEOyAAP
21836,,a001100000GUEOzAAP
21840,,a001100000GUEP0AAP
21843,,a001100000GUEP1AAP
21850,,a001100000GUEP2AAP
21855,,a001100000GUEP3AAP
21863,,a001100000GUEP4AAP
21867,,a001100000GUEP5AAP
21868,,a001100000GUEP6AAP
21877,,a001100000GUEP7AAP
21882,,a001100000GUEP8AAP
21888,,a001100000GUEP9AAP
21904,,a001100000GUEPAAA5
21907,,a001100000GUEPBAA5
21910,,a001100000GUEPCAA5
21917,,a001100000GUEPDAA5
21920,,a001100000GUEPEAA5
21922,,a001100000GUEPFAA5
21923,,a001100000GUEPGAA5
21925,,a001100000GUEPHAA5
21927,,a001100000GUEPIAA5
21930,,a001100000GUEPJAA5
21939,,a001100000GUEPKAA5
21941,,a001100000GUEPLAA5
21945,,a001100000GUEPMAA5
21952,,a001100000GUEPNAA5
21955,,a001100000GUEPOAA5
21956,,a001100000GUEPPAA5
21958,,a001100000GUEPQAA5
21959,,a001100000GUEPRAA5
21963,,a001100000GUEPSAA5
21989,,a001100000GUEPTAA5
21991,,a001100000GUEPUAA5
21997,,a001100000GUEPVAA5
21998,,a001100000GUEPWAA5
21999,,a001100000GUEPXAA5
22015,,a001100000GUEPYAA5
22017,,a001100000GUEPZAA5
22019,,a001100000GUEPaAAP
22022,,a001100000GUEPbAAP
22024,,a001100000GUEPcAAP
22031,,a001100000GUEPdAAP
22034,,a001100000GUEPeAAP
22036,,a001100000GUEPfAAP
22047,,a001100000GUEPgAAP
22050,,a001100000GUEPhAAP
22051,,a001100000GUEPiAAP
22054,,a001100000GUEPjAAP
22063,,a001100000GUEPkAAP
22067,,a001100000GUEPlAAP
22068,,a001100000GUEPmAAP
22075,,a001100000GUEPnAAP
22083,,a001100000GUEPoAAP
22095,,a001100000GUEPpAAP
22100,,a001100000GUEPqAAP
22102,,a001100000GUEPrAAP
22104,,a001100000GUEPsAAP
22106,,a001100000GUEPtAAP
22108,,a001100000GUEPuAAP
22114,,a001100000GUEPvAAP
22115,,a001100000GUEPwAAP
22130,,a001100000GUEPxAAP
22131,,a001100000GUEPyAAP
22146,,a001100000GUEPzAAP
22147,,a001100000GUEQ0AAP
22153,,a001100000GUEQ1AAP
22154,,a001100000GUEQ2AAP
22156,,a001100000GUEQ3AAP
22159,,a001100000GUEQ4AAP
22166,,a001100000GUEQ5AAP
22171,,a001100000GUEQ6AAP
22172,,a001100000GUEQ7AAP
22173,,a001100000GUEQ8AAP
22182,,a001100000GUEQ9AAP
22183,,a001100000GUEQAAA5
22185,,a001100000GUEQBAA5
22186,,a001100000GUEQCAA5
22200,,a001100000GUEQDAA5
22202,,a001100000GUEQEAA5
22203,,a001100000GUEQFAA5
22205,,a001100000GUEQGAA5
22210,,a001100000GUEQHAA5
22213,,a001100000GUEQIAA5
22215,,a001100000GUEQJAA5
22233,,a001100000GUEQKAA5
22234,,a001100000GUEQLAA5
22238,,a001100000GUEQMAA5
22241,,a001100000GUEQNAA5
22249,,a001100000GUEQOAA5
22256,,a001100000GUEQPAA5
22257,,a001100000GUEQQAA5
22263,,a001100000GUEQRAA5
22264,,a001100000GUEQSAA5
22267,,a001100000GUEQTAA5
22269,,a001100000GUEQUAA5
22273,,a001100000GUEQVAA5
22274,,a001100000GUEQWAA5
22277,,a001100000GUEQXAA5
22278,,a001100000GUEQYAA5
22281,,a001100000GUEQZAA5
22284,,a001100000GUEQaAAP
22286,,a001100000GUEQbAAP
22295,,a001100000GUEQcAAP
22314,,a001100000GUEQdAAP
22315,,a001100000GUEQeAAP
22321,,a001100000GUEQfAAP
22322,,a001100000GUEQgAAP
22326,,a001100000GUEQhAAP
22332,,a001100000GUEQiAAP
22337,,a001100000GUEQjAAP
22338,,a001100000GUEQkAAP
22349,,a001100000GUEQlAAP
22356,,a001100000GUEQmAAP
22361,,a001100000GUEQnAAP
22363,,a001100000GUEQoAAP
22364,,a001100000GUEQpAAP
22370,,a001100000GUEQqAAP
22378,,a001100000GUEQrAAP
22382,,a001100000GUEQsAAP
22392,,a001100000GUEQtAAP
22394,,a001100000GUEQuAAP
22395,,a001100000GUEQvAAP
22402,,a001100000GUEQwAAP
22403,,a001100000GUEQxAAP
22405,,a001100000GUEQyAAP
22406,,a001100000GUEQzAAP
22413,,a001100000GUER0AAP
22420,,a001100000GUER1AAP
22425,,a001100000GUER2AAP
22426,,a001100000GUER3AAP
22427,,a001100000GUER4AAP
22429,,a001100000GUER5AAP
22435,,a001100000GUER6AAP
22440,,a001100000GUER7AAP
22445,,a001100000GUER8AAP
22450,,a001100000GUER9AAP
22453,,a001100000GUERAAA5
22458,,a001100000GUERBAA5
22467,,a001100000GUERCAA5
22469,,a001100000GUERDAA5
22470,,a001100000GUEREAA5
22477,,a001100000GUERFAA5
22479,,a001100000GUERGAA5
22482,,a001100000GUERHAA5
22483,,a001100000GUERIAA5
22486,,a001100000GUERJAA5
22488,,a001100000GUERKAA5
22496,,a001100000GUERLAA5
22499,,a001100000GUERMAA5
22500,,a001100000GUERNAA5
22506,,a001100000GUEROAA5
22508,,a001100000GUERPAA5
22511,,a001100000GUERQAA5
22529,,a001100000GUERRAA5
22534,,a001100000GUERSAA5
22535,,a001100000GUERTAA5
22542,,a001100000GUERUAA5
22544,,a001100000GUERVAA5
22548,,a001100000GUERWAA5
22549,,a001100000GUERXAA5
22550,,a001100000GUERYAA5
22552,,a001100000GUERZAA5
22553,,a001100000GUERaAAP
22557,,a001100000GUERbAAP
22558,,a001100000GUERcAAP
22562,,a001100000GUERdAAP
22564,,a001100000GUEReAAP
22566,,a001100000GUERfAAP
22573,,a001100000GUERgAAP
22579,,a001100000GUERhAAP
22601,,a001100000GUERiAAP
22602,,a001100000GUERjAAP
22614,,a001100000GUERkAAP
22617,,a001100000GUERlAAP
22621,,a001100000GUERmAAP
22624,,a001100000GUERnAAP
22630,,a001100000GUERoAAP
22639,,a001100000GUERpAAP
22643,,a001100000GUERqAAP
22651,,a001100000GUERrAAP
22658,,a001100000GUERsAAP
22664,,a001100000GUERtAAP
22665,,a001100000GUERuAAP
22668,,a001100000GUERvAAP
22673,,a001100000GUERwAAP
22674,,a001100000GUERxAAP
22675,,a001100000GUERyAAP
22682,,a001100000GUERzAAP
22684,,a001100000GUES0AAP
22690,,a001100000GUES1AAP
22694,,a001100000GUES2AAP
22703,,a001100000GUES3AAP
22709,,a001100000GUES4AAP
22712,,a001100000GUES5AAP
22713,,a001100000GUES6AAP
22716,,a001100000GUES7AAP
22725,,a001100000GUES8AAP
22732,,a001100000GUES9AAP
22740,,a001100000GUESAAA5
22744,,a001100000GUESBAA5
22748,,a001100000GUESCAA5
22751,,a001100000GUESDAA5
22756,,a001100000GUESEAA5
22759,,a001100000GUESFAA5
22761,,a001100000GUESGAA5
22763,,a001100000GUESHAA5
22765,,a001100000GUESIAA5
22768,,a001100000GUESJAA5
22770,,a001100000GUESKAA5
22776,,a001100000GUESLAA5
22782,,a001100000GUESMAA5
22790,,a001100000GUESNAA5
22792,,a001100000GUESOAA5
22805,,a001100000GUESPAA5
22809,,a001100000GUESQAA5
22812,,a001100000GUESRAA5
22817,,a001100000GUESSAA5
22822,,a001100000GUESTAA5
22826,,a001100000GUESUAA5
22827,,a001100000GUESVAA5
22831,,a001100000GUESWAA5
22837,,a001100000GUESXAA5
22840,,a001100000GUESYAA5
22845,,a001100000GUESZAA5
22858,,a001100000GUESaAAP
22859,,a001100000GUESbAAP
22860,,a001100000GUEScAAP
22862,,a001100000GUESdAAP
22864,,a001100000GUESeAAP
22869,,a001100000GUESfAAP
22872,,a001100000GUESgAAP
22873,,a001100000GUEShAAP
22874,,a001100000GUESiAAP
22889,,a001100000GUESjAAP
22890,,a001100000GUESkAAP
22906,,a001100000GUESlAAP
22908,,a001100000GUESmAAP
22913,,a001100000GUESnAAP
22917,,a001100000GUESoAAP
22923,,a001100000GUESpAAP
22924,,a001100000GUESqAAP
22929,,a001100000GUESrAAP
22931,,a001100000GUESsAAP
22933,,a001100000GUEStAAP
22938,,a001100000GUESuAAP
22939,,a001100000GUESvAAP
22950,,a001100000GUESwAAP
22951,,a001100000GUESxAAP
22960,,a001100000GUESyAAP
22961,,a001100000GUESzAAP
22966,,a001100000GUET0AAP
22970,,a001100000GUET1AAP
22975,,a001100000GUET2AAP
22976,,a001100000GUET3AAP
22978,,a001100000GUET4AAP
22987,,a001100000GUET5AAP
22990,,a001100000GUET6AAP
23001,,a001100000GUET7AAP
23002,,a001100000GUET8AAP
23005,,a001100000GUET9AAP
23006,,a001100000GUETAAA5
23008,,a001100000GUETBAA5
23011,,a001100000GUETCAA5
23014,,a001100000GUETDAA5
23021,,a001100000GUETEAA5
23022,,a001100000GUETFAA5
23024,,a001100000GUETGAA5
23036,,a001100000GUETHAA5
23037,,a001100000GUETIAA5
23044,,a001100000GUETJAA5
23049,,a001100000GUETKAA5
23050,,a001100000GUETLAA5
23052,,a001100000GUETMAA5
23055,,a001100000GUETNAA5
23074,,a001100000GUETOAA5
23077,,a001100000GUETPAA5
23082,,a001100000GUETQAA5
23083,,a001100000GUETRAA5
23088,,a001100000GUETSAA5
23093,,a001100000GUETTAA5
23094,,a001100000GUETUAA5
23095,,a001100000GUETVAA5
23097,,a001100000GUETWAA5
23099,,a001100000GUETXAA5
23102,,a001100000GUETYAA5
23113,,a001100000GUETZAA5
23117,,a001100000GUETaAAP
23121,,a001100000GUETbAAP
23123,,a001100000GUETcAAP
23129,,a001100000GUETdAAP
23130,,a001100000GUETeAAP
23131,,a001100000GUETfAAP
23138,,a001100000GUETgAAP
23147,,a001100000GUEThAAP
23153,,a001100000GUETiAAP
23155,,a001100000GUETjAAP
23158,,a001100000GUETkAAP
23170,,a001100000GUETlAAP
23181,,a001100000GUETmAAP
23182,,a001100000GUETnAAP
23189,,a001100000GUEToAAP
23204,,a001100000GUETpAAP
23214,,a001100000GUETqAAP
23218,,a001100000GUETrAAP
23220,,a001100000GUETsAAP
23221,,a001100000GUETtAAP
23225,,a001100000GUETuAAP
23227,,a001100000GUETvAAP
23230,,a001100000GUETwAAP
23232,,a001100000GUETxAAP
23238,,a001100000GUETyAAP
23240,,a001100000GUETzAAP
23247,,a001100000GUEU0AAP
23251,,a001100000GUEU1AAP
23253,,a001100000GUEU2AAP
23254,,a001100000GUEU3AAP
23258,,a001100000GUEU4AAP
23261,,a001100000GUEU5AAP
23263,,a001100000GUEU6AAP
23267,,a001100000GUEU7AAP
23268,,a001100000GUEU8AAP
23275,,a001100000GUEU9AAP
23277,,a001100000GUEUAAA5
23282,,a001100000GUEUBAA5
23286,,a001100000GUEUCAA5
23290,,a001100000GUEUDAA5
23292,,a001100000GUEUEAA5
23297,,a001100000GUEUFAA5
23310,,a001100000GUEUGAA5
23311,,a001100000GUEUHAA5
23315,,a001100000GUEUIAA5
23326,,a001100000GUEUJAA5
23328,,a001100000GUEUKAA5
23329,,a001100000GUEULAA5
23334,,a001100000GUEUMAA5
23335,,a001100000GUEUNAA5
23341,,a001100000GUEUOAA5
23357,,a001100000GUEUPAA5
23360,,a001100000GUEUQAA5
23362,,a001100000GUEURAA5
23365,,a001100000GUEUSAA5
23366,,a001100000GUEUTAA5
23367,,a001100000GUEUUAA5
23374,,a001100000GUEUVAA5
23378,,a001100000GUEUWAA5
23379,,a001100000GUEUXAA5
23380,,a001100000GUEUYAA5
23385,,a001100000GUEUZAA5
23386,,a001100000GUEUaAAP
23394,,a001100000GUEUbAAP
23400,,a001100000GUEUcAAP
23406,,a001100000GUEUdAAP
23408,,a001100000GUEUeAAP
23414,,a001100000GUEUfAAP
23422,,a001100000GUEUgAAP
23429,,a001100000GUEUhAAP
23430,,a001100000GUEUiAAP
23434,,a001100000GUEUjAAP
23445,,a001100000GUEUkAAP
23447,,a001100000GUEUlAAP
23453,,a001100000GUEUmAAP
23455,,a001100000GUEUnAAP
23456,,a001100000GUEUoAAP
23458,,a001100000GUEUpAAP
23469,,a001100000GUEUqAAP
23472,,a001100000GUEUrAAP
23474,,a001100000GUEUsAAP
23478,,a001100000GUEUtAAP
23480,,a001100000GUEUuAAP
23482,,a001100000GUEUvAAP
23487,,a001100000GUEUwAAP
23494,,a001100000GUEUxAAP
23499,,a001100000GUEUyAAP
23501,,a001100000GUEUzAAP
23503,,a001100000GUEV0AAP
23512,,a001100000GUEV1AAP
23514,,a001100000GUEV2AAP
23516,,a001100000GUEV3AAP
23517,,a001100000GUEV4AAP
23527,,a001100000GUEV5AAP
23532,,a001100000GUEV6AAP
23535,,a001100000GUEV7AAP
23540,,a001100000GUEV8AAP
23541,,a001100000GUEV9AAP
23542,,a001100000GUEVAAA5
23558,,a001100000GUEVBAA5
23565,,a001100000GUEVCAA5
23567,,a001100000GUEVDAA5
23575,,a001100000GUEVEAA5
23580,,a001100000GUEVFAA5
23582,,a001100000GUEVGAA5
23583,,a001100000GUEVHAA5
23584,,a001100000GUEVIAA5
23587,,a001100000GUEVJAA5
23589,,a001100000GUEVKAA5
23593,,a001100000GUEVLAA5
23596,,a001100000GUEVMAA5
23598,,a001100000GUEVNAA5
23607,,a001100000GUEVOAA5
23613,,a001100000GUEVPAA5
23626,,a001100000GUEVQAA5
23627,,a001100000GUEVRAA5
23636,,a001100000GUEVSAA5
23640,,a001100000GUEVTAA5
23643,,a001100000GUEVUAA5
23648,,a001100000GUEVVAA5
23650,,a001100000GUEVWAA5
23658,,a001100000GUEVXAA5
23659,,a001100000GUEVYAA5
23661,,a001100000GUEVZAA5
23664,,a001100000GUEVaAAP
23665,,a001100000GUEVbAAP
23675,,a001100000GUEVcAAP
23676,,a001100000GUEVdAAP
23679,,a001100000GUEVeAAP
23682,,a001100000GUEVfAAP
23686,,a001100000GUEVgAAP
23691,,a001100000GUEVhAAP
23693,,a001100000GUEViAAP
23699,,a001100000GUEVjAAP
23700,,a001100000GUEVkAAP
23701,,a001100000GUEVlAAP
23702,,a001100000GUEVmAAP
23710,,a001100000GUEVnAAP
23715,,a001100000GUEVoAAP
23716,,a001100000GUEVpAAP
23740,,a001100000GUEVqAAP
23748,,a001100000GUEVrAAP
23753,,a001100000GUEVsAAP
23754,,a001100000GUEVtAAP
23757,,a001100000GUEVuAAP
23763,,a001100000GUEVvAAP
23764,,a001100000GUEVwAAP
23765,,a001100000GUEVxAAP
23767,,a001100000GUEVyAAP
23768,,a001100000GUEVzAAP
23769,,a001100000GUEW0AAP
23773,,a001100000GUEW1AAP
23780,,a001100000GUEW2AAP
23781,,a001100000GUEW3AAP
23782,,a001100000GUEW4AAP
23791,,a001100000GUEW5AAP
23796,,a001100000GUEW6AAP
23799,,a001100000GUEW7AAP
23810,,a001100000GUEW8AAP
23814,,a001100000GUEW9AAP
23821,,a001100000GUEWAAA5
23831,,a001100000GUEWBAA5
23837,,a001100000GUEWCAA5
23841,,a001100000GUEWDAA5
23844,,a001100000GUEWEAA5
23847,,a001100000GUEWFAA5
23849,,a001100000GUEWGAA5
23855,,a001100000GUEWHAA5
23859,,a001100000GUEWIAA5
23863,,a001100000GUEWJAA5
23873,,a001100000GUEWKAA5
23875,,a001100000GUEWLAA5
23888,,a001100000GUEWMAA5
23890,,a001100000GUEWNAA5
23894,,a001100000GUEWOAA5
23896,,a001100000GUEWPAA5
23900,,a001100000GUEWQAA5
23903,,a001100000GUEWRAA5
23905,,a001100000GUEWSAA5
23907,,a001100000GUEWTAA5
23917,,a001100000GUEWUAA5
23918,,a001100000GUEWVAA5
23926,,a001100000GUEWWAA5
23927,,a001100000GUEWXAA5
23929,,a001100000GUEWYAA5
23931,,a001100000GUEWZAA5
23935,,a001100000GUEWaAAP
23936,,a001100000GUEWbAAP
23943,,a001100000GUEWcAAP
23948,,a001100000GUEWdAAP
23949,,a001100000GUEWeAAP
23950,,a001100000GUEWfAAP
23953,,a001100000GUEWgAAP
23955,,a001100000GUEWhAAP
23957,,a001100000GUEWiAAP
23960,,a001100000GUEWjAAP
23964,,a001100000GUEWkAAP
23966,,a001100000GUEWlAAP
23976,,a001100000GUEWmAAP
23984,,a001100000GUEWnAAP
23992,,a001100000GUEWoAAP
24006,,a001100000GUEWpAAP
24014,,a001100000GUEWqAAP
24016,,a001100000GUEWrAAP
24024,,a001100000GUEWsAAP
24027,,a001100000GUEWtAAP
24031,,a001100000GUEWuAAP
24036,,a001100000GUEWvAAP
24039,,a001100000GUEWwAAP
24046,,a001100000GUEWxAAP
24048,,a001100000GUEWyAAP
24052,,a001100000GUEWzAAP
24061,,a001100000GUEX0AAP
24064,,a001100000GUEX1AAP
24065,,a001100000GUEX2AAP
24072,,a001100000GUEX3AAP
24073,,a001100000GUEX4AAP
24082,,a001100000GUEX5AAP
24084,,a001100000GUEX6AAP
24085,,a001100000GUEX7AAP
24087,,a001100000GUEX8AAP
24100,,a001100000GUEX9AAP
24102,,a001100000GUEXAAA5
24109,,a001100000GUEXBAA5
24114,,a001100000GUEXCAA5
24115,,a001100000GUEXDAA5
24118,,a001100000GUEXEAA5
24127,,a001100000GUEXFAA5
24129,,a001100000GUEXGAA5
24139,,a001100000GUEXHAA5
24140,,a001100000GUEXIAA5
24143,,a001100000GUEXJAA5
24154,,a001100000GUEXKAA5
24158,,a001100000GUEXLAA5
24159,,a001100000GUEXMAA5
24160,,a001100000GUEXNAA5
24163,,a001100000GUEXOAA5
24166,,a001100000GUEXPAA5
24170,,a001100000GUEXQAA5
24171,,a001100000GUEXRAA5
24173,,a001100000GUEXSAA5
24176,,a001100000GUEXTAA5
24184,,a001100000GUEXUAA5
24192,,a001100000GUEXVAA5
24193,,a001100000GUEXWAA5
24206,,a001100000GUEXXAA5
24209,,a001100000GUEXYAA5
24215,,a001100000GUEXZAA5
24220,,a001100000GUEXaAAP
24224,,a001100000GUEXbAAP
24227,,a001100000GUEXcAAP
24234,,a001100000GUEXdAAP
24236,,a001100000GUEXeAAP
24242,,a001100000GUEXfAAP
24248,,a001100000GUEXgAAP
24255,,a001100000GUEXhAAP
24256,,a001100000GUEXiAAP
24257,,a001100000GUEXjAAP
24262,,a001100000GUEXkAAP
24270,,a001100000GUEXlAAP
24271,,a001100000GUEXmAAP
24275,,a001100000GUEXnAAP
24281,,a001100000GUEXoAAP
24282,,a001100000GUEXpAAP
24287,,a001100000GUEXqAAP
24290,,a001100000GUEXrAAP
24314,,a001100000GUEXsAAP
24317,,a001100000GUEXtAAP
24326,,a001100000GUEXuAAP
24327,,a001100000GUEXvAAP
24335,,a001100000GUEXwAAP
24336,,a001100000GUEXxAAP
24337,,a001100000GUEXyAAP
24339,,a001100000GUEXzAAP
24340,,a001100000GUEY0AAP
24344,,a001100000GUEY1AAP
24345,,a001100000GUEY2AAP
24349,,a001100000GUEY3AAP
24355,,a001100000GUEY4AAP
24357,,a001100000GUEY5AAP
24362,,a001100000GUEY6AAP
24364,,a001100000GUEY7AAP
24367,,a001100000GUEY8AAP
24368,,a001100000GUEY9AAP
24388,,a001100000GUEYAAA5
24389,,a001100000GUEYBAA5
24393,,a001100000GUEYCAA5
24396,,a001100000GUEYDAA5
24401,,a001100000GUEYEAA5
24405,,a001100000GUEYFAA5
24407,,a001100000GUEYGAA5
24430,,a001100000GUEYHAA5
24434,,a001100000GUEYIAA5
24446,,a001100000GUEYJAA5
24447,,a001100000GUEYKAA5
24453,,a001100000GUEYLAA5
24455,,a001100000GUEYMAA5
24456,,a001100000GUEYNAA5
24460,,a001100000GUEYOAA5
24462,,a001100000GUEYPAA5
24468,,a001100000GUEYQAA5
24469,,a001100000GUEYRAA5
24470,,a001100000GUEYSAA5
24472,,a001100000GUEYTAA5
24480,,a001100000GUEYUAA5
24482,,a001100000GUEYVAA5
24483,,a001100000GUEYWAA5
24484,,a001100000GUEYXAA5
24485,,a001100000GUEYYAA5
24486,,a001100000GUEYZAA5
24487,,a001100000GUEYaAAP
24493,,a001100000GUEYbAAP
24495,,a001100000GUEYcAAP
24497,,a001100000GUEYdAAP
24502,,a001100000GUEYeAAP
24519,,a001100000GUEYfAAP
24520,,a001100000GUEYgAAP
24521,,a001100000GUEYhAAP
24527,,a001100000GUEYiAAP
24528,,a001100000GUEYjAAP
24531,,a001100000GUEYkAAP
24551,,a001100000GUEYlAAP
24556,,a001100000GUEYmAAP
24557,,a001100000GUEYnAAP
24564,,a001100000GUEYoAAP
24567,,a001100000GUEYpAAP
24571,,a001100000GUEYqAAP
24576,,a001100000GUEYrAAP
24577,,a001100000GUEYsAAP
24579,,a001100000GUEYtAAP
24584,,a001100000GUEYuAAP
24587,,a001100000GUEYvAAP
24593,,a001100000GUEYwAAP
24594,,a001100000GUEYxAAP
24595,,a001100000GUEYyAAP
24607,,a001100000GUEYzAAP
24610,,a001100000GUEZ0AAP
24613,,a001100000GUEZ1AAP
24619,,a001100000GUEZ2AAP
24620,,a001100000GUEZ3AAP
24632,,a001100000GUEZ4AAP
24633,,a001100000GUEZ5AAP
24642,,a001100000GUEZ6AAP
24651,,a001100000GUEZ7AAP
24654,,a001100000GUEZ8AAP
24656,,a001100000GUEZ9AAP
24659,,a001100000GUEZAAA5
24660,,a001100000GUEZBAA5
24663,,a001100000GUEZCAA5
24671,,a001100000GUEZDAA5
24672,,a001100000GUEZEAA5
24675,,a001100000GUEZFAA5
24678,,a001100000GUEZGAA5
24680,,a001100000GUEZHAA5
24682,,a001100000GUEZIAA5
24688,,a001100000GUEZJAA5
24695,,a001100000GUEZKAA5
24703,,a001100000GUEZLAA5
24705,,a001100000GUEZMAA5
24706,,a001100000GUEZNAA5
24710,,a001100000GUEZOAA5
24714,,a001100000GUEZPAA5
24726,,a001100000GUEZQAA5
24729,,a001100000GUEZRAA5
24731,,a001100000GUEZSAA5
24738,,a001100000GUEZTAA5
24740,,a001100000GUEZUAA5
24760,,a001100000GUEZVAA5
24765,,a001100000GUEZWAA5
24767,,a001100000GUEZXAA5
24773,,a001100000GUEZYAA5
24774,,a001100000GUEZZAA5
24776,,a001100000GUEZaAAP
24779,,a001100000GUEZbAAP
24782,,a001100000GUEZcAAP
24794,,a001100000GUEZdAAP
24796,,a001100000GUEZeAAP
24801,,a001100000GUEZfAAP
24804,,a001100000GUEZgAAP
24805,,a001100000GUEZhAAP
24808,,a001100000GUEZiAAP
24813,,a001100000GUEZjAAP
24816,,a001100000GUEZkAAP
24817,,a001100000GUEZlAAP
24819,,a001100000GUEZmAAP
24824,,a001100000GUEZnAAP
24827,,a001100000GUEZoAAP
24834,,a001100000GUEZpAAP
24849,,a001100000GUEZqAAP
24851,,a001100000GUEZrAAP
24856,,a001100000GUEZsAAP
24862,,a001100000GUEZtAAP
24863,,a001100000GUEZuAAP
24865,,a001100000GUEZvAAP
24866,,a001100000GUEZwAAP
24867,,a001100000GUEZxAAP
24878,,a001100000GUEZyAAP
24886,,a001100000GUEZzAAP
24887,,a001100000GUEa0AAH
24890,,a001100000GUEa1AAH
24892,,a001100000GUEa2AAH
24894,,a001100000GUEa3AAH
24902,,a001100000GUEa4AAH
24904,,a001100000GUEa5AAH
24912,,a001100000GUEa6AAH
24917,,a001100000GUEa7AAH
24918,,a001100000GUEa8AAH
24922,,a001100000GUEa9AAH
24929,,a001100000GUEaAAAX
24930,,a001100000GUEaBAAX
24934,,a001100000GUEaCAAX
24939,,a001100000GUEaDAAX
24940,,a001100000GUEaEAAX
24943,,a001100000GUEaFAAX
24947,,a001100000GUEaGAAX
24950,,a001100000GUEaHAAX
24955,,a001100000GUEaIAAX
24956,,a001100000GUEaJAAX
24958,,a001100000GUEaKAAX
24959,,a001100000GUEaLAAX
24967,,a001100000GUEaMAAX
24968,,a001100000GUEaNAAX
24969,,a001100000GUEaOAAX
24981,,a001100000GUEaPAAX
24998,,a001100000GUEaQAAX
25000,,a001100000GUEaRAAX
25003,,a001100000GUEaSAAX
25007,,a001100000GUEaTAAX
25014,,a001100000GUEaUAAX
25019,,a001100000GUEaVAAX
25022,,a001100000GUEaWAAX
25023,,a001100000GUEaXAAX
25026,,a001100000GUEaYAAX
25028,,a001100000GUEaZAAX
25044,,a001100000GUEaaAAH
25052,,a001100000GUEabAAH
25054,,a001100000GUEacAAH
25058,,a001100000GUEadAAH
25069,,a001100000GUEaeAAH
25077,,a001100000GUEafAAH
25079,,a001100000GUEagAAH
25082,,a001100000GUEahAAH
25084,,a001100000GUEaiAAH
25085,,a001100000GUEajAAH
25087,,a001100000GUEakAAH
25088,,a001100000GUEalAAH
25090,,a001100000GUEamAAH
25095,,a001100000GUEanAAH
25102,,a001100000GUEaoAAH
25105,,a001100000GUEapAAH
25109,,a001100000GUEaqAAH
25110,,a001100000GUEarAAH
25116,,a001100000GUEasAAH
25119,,a001100000GUEatAAH
25121,,a001100000GUEauAAH
25122,,a001100000GUEavAAH
25125,,a001100000GUEawAAH
25135,,a001100000GUEaxAAH
25138,,a001100000GUEayAAH
25144,,a001100000GUEazAAH
25148,,a001100000GUEb0AAH
25151,,a001100000GUEb1AAH
25166,,a001100000GUEb2AAH
25168,,a001100000GUEb3AAH
25169,,a001100000GUEb4AAH
25176,,a001100000GUEb5AAH
25180,,a001100000GUEb6AAH
25181,,a001100000GUEb7AAH
25183,,a001100000GUEb8AAH
25184,,a001100000GUEb9AAH
25202,,a001100000GUEbAAAX
25203,,a001100000GUEbBAAX
25205,,a001100000GUEbCAAX
25209,,a001100000GUEbDAAX
25226,,a001100000GUEbEAAX
25229,,a001100000GUEbFAAX
25233,,a001100000GUEbGAAX
25240,,a001100000GUEbHAAX
25241,,a001100000GUEbIAAX
25245,,a001100000GUEbJAAX
25251,,a001100000GUEbKAAX
25252,,a001100000GUEbLAAX
25257,,a001100000GUEbMAAX
25258,,a001100000GUEbNAAX
25271,,a001100000GUEbOAAX
25272,,a001100000GUEbPAAX
25273,,a001100000GUEbQAAX
25276,,a001100000GUEbRAAX
25283,,a001100000GUEbSAAX
25284,,a001100000GUEbTAAX
25286,,a001100000GUEbUAAX
25296,,a001100000GUEbVAAX
25297,,a001100000GUEbWAAX
25298,,a001100000GUEbXAAX
25306,,a001100000GUEbYAAX
25307,,a001100000GUEbZAAX
25309,,a001100000GUEbaAAH
25316,,a001100000GUEbbAAH
25320,,a001100000GUEbcAAH
25325,,a001100000GUEbdAAH
25342,,a001100000GUEbeAAH
25344,,a001100000GUEbfAAH
25347,,a001100000GUEbgAAH
25348,,a001100000GUEbhAAH
25350,,a001100000GUEbiAAH
25353,,a001100000GUEbjAAH
25361,,a001100000GUEbkAAH
25365,,a001100000GUEblAAH
25372,,a001100000GUEbmAAH
25377,,a001100000GUEbnAAH
25378,,a001100000GUEboAAH
25383,,a001100000GUEbpAAH
25386,,a001100000GUEbqAAH
25390,,a001100000GUEbrAAH
25395,,a001100000GUEbsAAH
25402,,a001100000GUEbtAAH
25404,,a001100000GUEbuAAH
25405,,a001100000GUEbvAAH
25412,,a001100000GUEbwAAH
25421,,a001100000GUEbxAAH
25422,,a001100000GUEbyAAH
25425,,a001100000GUEbzAAH
25427,,a001100000GUEc0AAH
25431,,a001100000GUEc1AAH
25432,,a001100000GUEc2AAH
25444,,a001100000GUEc3AAH
25446,,a001100000GUEc4AAH
25454,,a001100000GUEc5AAH
25460,,a001100000GUEc6AAH
25461,,a001100000GUEc7AAH
25468,,a001100000GUEc8AAH
25469,,a001100000GUEc9AAH
25470,,a001100000GUEcAAAX
25474,,a001100000GUEcBAAX
25478,,a001100000GUEcCAAX
25487,,a001100000GUEcDAAX
25491,,a001100000GUEcEAAX
25497,,a001100000GUEcFAAX
25505,,a001100000GUEcGAAX
25508,,a001100000GUEcHAAX
25511,,a001100000GUEcIAAX
25517,,a001100000GUEcJAAX
25518,,a001100000GUEcKAAX
25519,,a001100000GUEcLAAX
25525,,a001100000GUEcMAAX
25527,,a001100000GUEcNAAX
25528,,a001100000GUEcOAAX
